codigo,titulo,autor,origen,comision,tema,iniciativa,link
057/17,POR LA CUAL SE AUTORIZA A LA NACIÓN - MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO- CAPITALIZAR AL SERVICIO AÉREO A TERRITORIOS NACIONALES S.A. – SATENA,MAURICIO CÁRDENAS SANTAMARÍA|LUIS CARLOS VILLEGAS ECHEVERRI,SENADO DE LA REPUBLICA,CUARTA,TRANSPORTE,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/57
058/17,POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO SOBRE LA CIBERDELINCUENCIA» ADOPTADO EL 23 DE NOVIEMBRE DE 2001 EN BUDAPEST,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|LUIS CARLOS VILLEGAS ECHEVERRI|ENRIQUE GIL BOTERO|DAVID LUNA,SENADO DE LA REPUBLICA,SEGUNDA,CONVENIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/58
059/17,POR MEDIO DE LA CUAL SE OTORGAN INCENTIVOS A LA AGROINDUSTRIA PANELERA Y SE DICTAN OTRAS DISPOSICIONES,ERNESTO MACÍAS TOVAR,SENADO DE LA REPUBLICA,QUINTA,AGROPECUARIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/59
060/17,POR LA CUAL SE ESTABLECE LA CATEGORIA DE HOSPITAL PUBLICO UNIVERSITARIO SE FIJA UNA FUENTE ESPECIAL DE FINANCIACIÓN Y SE DICTAN OTRAS DISPOSICIONES,SANVILLADIEGO V,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/60
061/17,POR EL CUAL SE PROHIBE EL USO DE ASBESTO EN EL TERRITORIO NACIONAL Y SE ESTABLECEN GARANTIAS DE PROTECCION A LA SALUD DE LOS COLOMBIANOS FRENTE<br />  A SUSTANCIAS NOCIVAS.,NADIA BLEL SCAFF|JORGE IVAN OSPINA|LIBIO GARCIA|NIDIA M OSORIO|MYRIAM PAREDES|YAMINA DEL CARMEN PESTANA ROJAS |NOHORA GARCIA BURGOS|LUIS FERNANDO VELASCO|ANDRES GARCIA ZUCCARDI|EFRAIN CEPEDA|SANVILLADIEGO|ALIRIO URIBE MUÑOZ|OSCAR OSPINA|ANGELICA LOZANO CORREA,SENADO DE LA REPUBLICA,SEPTIMA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/61
062/17,POR MEDIO DEL CUAL SE ENDURECEN LAS SANCIONES PARA LA INASISTENCIA DE LOS CONGRESISTAS Y<br />   FUNCIONARIOS,ALFREDO RAMOS MAYA|,SENADO DE LA REPUBLICA,PRIMERA,LEY 5a,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/62
063/17,POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO HISTÓRICO Y CULTURAL DE LA NACIÓN AL MUNICIPIO DE FLANDES DEL DEPARTAMENTO DE TOLIMA POR SER LA CUNA DE LA AVIACIÓN MILITAR DE COLOMBIA,CARLOS EDWARD OSORIO AGUIAR,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/63
064/17,POR EL CUAL SE RECONOCE EL DERECHO FUNDAMENTAL A LA IDENTIDAD ÉTNICA DE LAS COMUNIDADES NEGRAS O POBLACIÓN AFROCOLOMBIANA SE ADOPTAN POLÍTICAS PARA LA EQUIDAD E INCLUSIÓN SOCIAL DE ESTE GRUPO ÉTNICO LA IGUALDAD DE OPORTUNIDADES Y SE DICTAN OTRAS DISPOSICIONES,EDINSON DELGADO RUIZ|LUIS EVELIS ANDRADE CASAMA|GUILLERMINA BRAVO MONTAÑO|CARLOS ALBERTO CUERO VALENCIA|CARLOS EDUARDO GUEVARA VILLABON|ANA PAOLA AGUDELO GARCIA|JOSÉ BERNARDO FLÓREZ ASPRILLA|NILTON CORDOBA MANYOMA|CARLOS JULIO BONILLA SOTO|ELBERT DÍAZ LOZANO|HERNÁN SINISTERRA VALENCIA|JULIO EUGENIO GALLARDO A|NEFTALÍ CORREA DÍAZ|SILVIO JOSÉ CARRASQUILLA T|WILSON CORDOBA MENA,SENADO DE LA REPUBLICA,PRIMERA,AFROCOLOMBIANOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/64
065/17,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1675 DE 2013 ""GALEON""",JAIME AMÍN HERNÁNDEZ,SENADO DE LA REPUBLICA,SEXTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/65
066/17,POR EL CUAL SE REFORMA EL ARTÍCULO 60 DEL DECRETO LEY 1799 DE 2000,THANIA VEGA DE PLAZAS,SENADO DE LA REPUBLICA,SEGUNDA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/66
067/17,"POR MEDIO DEL CUAL SE ADICIONA LA LEY 769 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES. ""PARQUEADEROS PARA DISCAPACITADOS""",JAIME AMÍN HERNÁNDEZ,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/67
068/17,POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 1715 DE 2014,JAIME AMÍN HERNÁNDEZ,SENADO DE LA REPUBLICA,QUINTA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/68
069/17,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS CIEN (100) AÑOS DE FUNDACIÓN DEL MUNICIPIO DE ACACÍAS EN EL DEPARTAMENTO DEL META RINDE PÚBLICO HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES,MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/69
070/17,POR MEDIO DEL CUAL SE ADOPTAN MEDIDAS PARA EL MEJORAMIENTO DE LAS CONDICIONES DE VIDA PARA LOS NIÑOS NIÑAS ADOLESCENTES QUE SE ENCUENTRAN BAJO MEDIDA DE PROTECCIÓN DEL ICBF Y PARA LA CONSOLIDACIÓN DE SU PROYECTO DE VIDA,David Alejandro Barguil Assis,CÁMARA DE REPRESENTANTES,SEPTIMA,CIVIL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/70
076/17,POR MEDIO DE LA CUAL SE FOMENTA LA LEY PROTECCION Y COMPENSACION AL DENUNCIANTE DE ACTOS DE CORRUPCION ADMINISTRATIVA EN EL GOBIERNO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES.,GUILLERMO ANTONIO SANTOS MARIN,SENADO DE LA REPUBLICA,PRIMERA,CORRUPCION,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/71
071/17,POR MEDIO DE LA CUAL SE REGULA EL FUNCIONAMIENTO DE LOS BIOBANCOS CON FINES DE INVESTIGACIÓN BIOMÉDICA Y SE DICTAN OTRAS DISPOSICIONES.,GERMÁN VARÓN COTRINO|JORGE IVÁN OSPINA|ANTONIO JOSÉ CORREA JIMÉNEZ,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/72
072/17,POR MEDIO DE LA CUAL SE REDEFINE EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD Y SE DICTAN OTRAS DISPOSICIONES.,EDINSON DELGADO RUIZ,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/73
073/17,POR LA CUAL SE ESTABLECEN DIRECTRICES PARA LA GESTIÓN DEL CAMBIO CLIMÁTICO,LUIS GILBERTO MURILLO URRUTIA,SENADO DE LA REPUBLICA,QUINTA,AMBIENTE,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/74
074/17,POR MEDIO DE LA CUAL SE REGULA EL COBRO DEL GASTO PREJURIDICO EN LOS CREDITOS EDUCATIVOS DEL ICETEX.,RODRIGO LARA RESTREPO,CÁMARA DE REPRESENTANTES,SEXTA,INFANCIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/75
075/17,POR MEDIO DE LA CUAL SE PROMUEVE EL USO DE VEHÍCULOS ELÉCTRICOS EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.,FEDERICO HOYOS SALAZAR|EDWARD RODRIGUEZ|LINA BARRERA|GERMAN BLANCO ALVAREZ|PIERRE GARCIA|HERNAN PENAGOS|VICTOR JAVIER CORREA|ANGELICA LOZANO CORREA|NICOLAS ALBERTO ECHEVERRY|GERMAN CARLOSAMA|IVAN DARIO AGUDELO|MARIA REGINA ZULUAGA|PALOMA VALENCIA|PAOLA HOLGUIN|ALFREDO RAMOS MAYA|JOSE OBDULIO GAVIRIA|SENEN NIÑO|ALVARO URIBE VELEZ|IVAN DUQUE|GERMAN HOYOS,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/76
077/17,POR MEDIO DE LA CUAL SEMODIFICA PARCIALMENTE LA LEY 769 DE 2002,GUILLERMO ANTONIO SANTOS MARIN,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/77
078/17,POR MEDIO DE LA CUAL LA NACION SE VINCULA A LA CELEBRACION DE LOS 75 AÑOS DE LA UNIVERSIDAD DEL ATLANTICO SE AUTORIZAN APROPIACIONES PRESUPUESTALES Y SE DICTAN OTRAS DISPOSICIONES,MARTHA PATRICIA VILLALBA,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/78
079/17,POR MEDIO DE LA CUAL SE REGLAMENTA LA NATURALEZA Y LA DESTINACIÓN DE LAS PROPINAS,EFRAIN ANTONIO TORRES MONSALVO,CÁMARA DE REPRESENTANTES,TERCERA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/79
080/17,POR MEDIO DEL CUAL SE CREA EL REGISTRO NACIONAL DE ABUSADORES PARA LA PROTECCIÓN DE LOS MENORES DE EDAD.,ELOY CHICHI QUINTERO ROMERO,CÁMARA DE REPRESENTANTES,PRIMERA,INFANCIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/80
081/17,POR MEDIO DE LA CUAL SE PROMUEVE EL DESARROLLO SOSTENIBLE DE LA PRODUCCION Y COBSUMO DE LOS PRODUCTOS ECOLOGICOS Y AGROECOLOGICOS Y SE DICTAN  OTRAS DISPOSICIONES.,LUIS FERNANDO URREGO CARVAJAL|HERNAN FRANCISCO ANDRADE SERRANO,CÁMARA DE REPRESENTANTES,QUINTA,AGROPECUARIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/81
082/17,"POR MEDIO DE LA CUAL SE HACE UNA ADICION AL CODIGO PENAL SE CREA EL TIPO PENAL ""OMISION O DENEGACION DE URGENCIAS EN SALUD Y SE DICTAN OTRAS DISPOSICIONES.",GUILLERMO ANTONIO SANTOS MARÍN,SENADO DE LA REPUBLICA,PRIMERA,PENAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/82
083/17,POR MEDIO DE LA CUAL SE REGULA EL COBRO CORRESPONDIENTE A MATRICULAS EXTRAORDINARIAS O EXTEMPORANEAS DE LAS INSTITUCIONES DE EDUCACIÓN SUPERIOR.,DORIS VEGA QUIROZ,SENADO DE LA REPUBLICA,SEXTA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/83
084/17,POR MEDIO DE LA CUAL SE MODIFICA DESARROLLA Y REGULA LA EDUCACION FORMAL Y NO FORMAL EN LA MODALIDAD ABIERTA Y A DISTANCIA Y SE DICTAN OTRAS DISPOSICIONES.,DORIS CLEMENCIA VEGA,SENADO DE LA REPUBLICA,SEXTA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/84
085/17,POR LA CUAL SE ESTABLECE UNA REGLAMENTACION DE ALGUNOS ASPECTOS RELATIVOS AL COLEO SU ORGANIZACION LA PREVENCION DE LA CRUELDAD Y EL MALTRATO CONTRA LOS ANIMALES Y SE DICTAN OTRAS DISPOSICIONES.,MARITZA MARTINEZ ARISTIZABAL,SENADO DE LA REPUBLICA,QUINTA,DEPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/85
086/17,POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 5a DE 1992 SE CREA LA COMISION LEGAL PARA EL ADULTO MAYOR DEL CONGRESO DE LA REPUBLICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.,NIDIA MARCELA OSORIO SALGADO,SENADO DE LA REPUBLICA,PRIMERA,ADULTO MAYOR,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/86
087/17,POR MEDIO DE LA CUAL SE ESTABLECEN MECANISMOS PARA MEJORAR CONDICIONES DEL SISTEMA CARCELARIO Y PENITENCIARIO DE COLOMBIA.,NIDIA MARCELA OSORIO SALGADO,SENADO DE LA REPUBLICA,PRIMERA,PENAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/87
088/17,POR MEDIO DE LA CUAL SE REGLAMENTA LA REPRODUCCION HUMANA ASISTIDA LA PROCREACIÓN CON ASISTENCIA CIENTIFICA Y SE DICTAN OTRAS DISPOSICIONES.,LUIS FERNANDO DUQUE GARCIA,SENADO DE LA REPUBLICA,PRIMERA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/88
089/17,POR MEDIO DE LA CUAL SE MODIFICA LA LEY ESTATUTARIA 1581 DE 2012 “HABEAS DATA”,JAIME AMIN HERNANDEZ,SENADO DE LA REPUBLICA,PRIMERA,DERECHOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/89
090/17,POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS PARA LA GESTIÓN Y TRANSPARENCIA DEL ASEGURAMIENTO EN SALUD EN COLOMBIA,ALVARO URIBE VELEZ|ANTONIO JOSÉ CORREA JIMÉNEZ|HONORIO HENRIQUEZ PINEDO|ORLANDO CASTAÑEDA SERRANO,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/90
091/17,POR MEDIO DE LA CUAL SE BRINDA PROTECCIÓN DE LOS RECURSOS DESTINADOS AL SUBSIDIO DE VIVIENDA Y SE DICTAN OTRAS DISPOSICIONES PARA FACILITAR EL ACCESO A VIVIENDA,ROBERTO ORTIZ URUEÑA,SENADO DE LA REPUBLICA,SEPTIMA,VIVIENDA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/91
092/17,POR MEDIO DEL CUAL SE ESTABLECEN MEDIDAS PARA LA MITIGACIÓN Y ADAPTACIÓN A LOS FENÓMENOS CLIMÁTICOS Y SE ESTABLECEN OTRAS DISPOSICIONES,ANA PAOLA AGUDELO GARCIA|GUILLERMINA BRAVO MONTAÑO|CARLOS EDUARDO GUEVARA VILLABON,SENADO DE LA REPUBLICA,QUINTA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/92
093/17,POR MEDIO DE LA CUAL SE ESTABLECEN ASPECTOS LABORALES Y OPERATIVOS A LA MODALIDAD DE HOGARES SUSTITUTOS Y TUTORES DEL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR Y SE DICTAN OTRAS DISPOSICIONES,ANGEL CUSTODIO CABRERA BAEZ,SENADO DE LA REPUBLICA,SEPTIMA,FAMILIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/93
094/17,POR LA CUAL SE MODIFICA EL ARTÍCULO 14 DE LA LEY 115 DE 1994,ROSMERY MARTINEZ ROSALES,SENADO DE LA REPUBLICA,SEXTA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/94
095/17,POR MEDIO DE LA CUAL SE CREA EL REGISTRO NACIONAL DE OFENSORES SEXUALES,ROSMERY MARTÍNEZ ROSALES,SENADO DE LA REPUBLICA,PRIMERA,PENAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/95
096/17,POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 13 DE LA LEY 1564 DE 2012,ROSMERY MARTÍNEZ ROSALES,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/96
097/17,POR EL CUAL SE ESTABLECEN VALORES MINIMOS A LA FIJACION DE LA CUOTA ALIMENTARIA,ROEMERY MARTINEZ ROSALES,SENADO DE LA REPUBLICA,PRIMERA,FAMILIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/97
098/17,POR MEDIO DE LA CUAL SE CONVOCA UNA ASAMBLEA NACIONAL CONSTITUYENTE EN LOS TÉRMINOS DEL ARTÍCULO 376 DE LA CONSTITUCIÓN POLÍTICA PARA EFECTUAR UNA REFORMA INTEGRAL Y ESTRUCTURAL A LA JUSTICIA.,VIVIANE MORALES HOYOS,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/98
099/17,POR MEDIO DELA CUAL SE DICTAN DISPOSICIONES EN MATERIA DE PARTICIPACION CIUDADANA.,ROY LEONARDO BARRERAS MONTEALEGRE,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/99
100/17,"POR EL CUAL SE FAVORECE LA FORMALIZACION LABORAL DE LOS PEQUEÑOS PRODUCTORES Y RECOLECTORES DE CAFE EN COLOMBIA SE INCENTIVA EL CONSUMO INTERNO DE CAFE Y SE CREA EL SELLO SOCIAL ""QUIERO A LOS CAFETEROS""",PALOMA VALENCIA LASERNA|SUSANA CORREA BOTERO|ALVARO URIBE VELEZ|JOSE OBDULIO GAVIRIA|MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA|ALFREDO RANGEL SUAREZ|LEON RIGOBERTO BARON NEIRA|JAIME ALEJANDRO AMIN HERNANDEZ|IVAN DIQUE MARQUEZ|ERNESTO MACIAS TOVAR|FERNANDO ARAUJO RUMIE|THANIA VEGA DE PLAZAS|ORLANDO CASTAÑEDA SERRANO|CARLOS FELIPE MEJIA|DANIEL ALBERTO CABRALES|PAOLA ANDREA HOLGUIN|EVERTH BUSTAMANTE| NOHORA TOVAR REY |ALFREDO RAMOS MAYA|HONORIO MIGUEL HENRIQUEZ|RUBEN DARIO MOLANO|FEDERICO HOYOS|SAMUEL HOYOS|,SENADO DE LA REPUBLICA,SEPTIMA,AGROPECUARIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/100
101/17,POR EL CUAL SE DICTAN NORMAS DE MEDIDAS DE ASISTENCIA Y ATENCIÓN DE LAS PERSONAS QUE HAYAN SUFRIDO LA DESTRUCCIÓN IRREVERSIBLE DEL TEJIDO HUMANO POR ATAQUES CON AGENTES QUÍMICOS Y OTRAS QUEMADURAS QUE GENEREN UNA DISCAPACIDAD,Paloma Valencia Laserna|ALVARO URIBE VELEZ|María del Rosario Guerra de la Espriella|León Rigoberto Barón Neira|Susana Correa Borrero|José Obdulio Gaviria Vélez|ALFREDO RANGEL SUAREZ|Jaime Alejandro Amín Hernández|Iván Duque Márquez|Fernando Nicolás Araújo Rumie|Orlando Castañeda Serrano|Daniel Alberto Cabrales Castillo|Everth Bustamante García|ALFREDO RAMOS MAYA|Ernesto Macías Tovar| Thania Vega de Plazas|CARLOS FELIPE MEJIA|Paola Andrea Holguín Moreno|Nohora Stella Tovar Rey|Honorio Miguel Henríquez Pinedo|Samuel Alejandro Hoyos Mejía|Representante a la Cámara|Rubén Darío Molano Piñeros|Federico Hoyos Salazar|Santiago Valencia González,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/101
102/17,POR MEDIO DE LA CUAL SE DECRETA UNA REBAJA DE PENAS Y RESOCIALIZACION  PARA LA CONSTRUCCION DE UNA PAZ ESTABLE Y DURADERA,JUAN MANUEL CORZO ROMÁN,SENADO DE LA REPUBLICA,PRIMERA,PENAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/102
103/17,POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 51 DE LA LEY 13 DE 1990 SE INCLUYE UN PARAGRAFO Y SE DECLARAN CINCO (5) MILLAS NAUTICAS EXCLUSIVAS PARA LA PESCA ARTESANAL CON EL FIN DE LA PROTECCIÓN Y CONSERVACIÓN DEL ECOSISTEMA MARINO,JUAN MANUEL CORZO ROMÁN,SENADO DE LA REPUBLICA,QUINTA,DEPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/103
104/17,POR MEDIO DEL CUAL SE REGULA EL USO ADECUADO Y EFICIENTE DE RECURSOS PÚBLICOS DESTINADOS A PUBLICIDAD DE NATURALEZA ESTATAL Y SE DICTAN OTRAS DISPOSICIONES,IVÁN DUQUE MÁRQUEZ,SENADO DE LA REPUBLICA,TERCERA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/104
105/17,POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO INTERNACIONAL DEL CACAO 2010» ADOPTADO EN GINEBRA EL 25 DE JUNIO DE 2010,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|AURELIO IRAGORRI VALENCIA,SENADO DE LA REPUBLICA,SEGUNDA,CONVENIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/105
106/17,POR EL CUAL SE ESTABLECE EL PROCEDIMIENTO DE PERDIDA DE LA ENVESTIDURA A LOS CONGRESISTAS SE CONSAGRA LA DOBLE INSTANCIA EL TERMINO DE CADUCIDAD ENTRE OTRAS DISPOSICIONES.,Telésforo Pedraza Ortega|ENRIQUE GIL BOTERO,CÁMARA DE REPRESENTANTES,PRIMERA,JURIDICO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/106
107/17,POR MEDIO DEL CUAL SE CREA EL REGULADOR CONVERGENTE PARA EL SECTOR TELECOMUNICACIONES Y SE DICTAN OTRAS DISPOSICIONES,ANDRÉS GARCÍA ZUCCARDI|ROOSVELT RODRIGUEZ|CARLOS ARTURO CORREA MOJICA,SENADO DE LA REPUBLICA,SEXTA,COMUNICACION,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/107
108/17,POR EL CUAL SE AUTORIZA A INSTITUTOS O CENTROS DE INVESTIGACIONES O ESTUDIOS Y ACADEMIAS PREVIO CUMPLIMIENTO DE REQUISITOS A DESARROLLAR <br />  PROGRAMAS ACADÉMICOS DE DOCTORADO Y SE DICTAN OTRAS DISPOSICIONES,SANVILLADIEGO VILLADIEGO,SENADO DE LA REPUBLICA,SEXTA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/108
109/17,POR LA CUAL SE ESTABLECE LA REGLAMENTACIÓN DEL SISTEMA DE CALIFICACIÓN DEL ORIGEN DE LA ENFERMEDAD LA PERDIDA DE CAPACIDAD LABORAL Y LA FECHA DE ESTRUCTURACIÓN EL ADECUADO PROCEDIMIENTO DE LAS JUNTAS MEDICO LABORALES Y SE DICTAN OTRAS DISPOSICIONES,ALBERTO CASTILLA SALAZAR|IVÁN CEPEDA CASTRO|JORGE ENRIQUE ROBLEDO|ALEXANDER LOPEZ MAYA|JORGE PRIETO|ANTONIO JOSE CORREA JIMENEZ|VÍCTOR CORREA VÉLEZ|ALIRIO URIBE MUÑOZ,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/109
110/17,POR MEDIO DE LA CUAL SE INCENTIVA LA DONACIÓN DE SANGRE EN EL PAÍS Y SE DICTAN OTRAS DISPOSICIONES,JOSÉ ALFREDO GNECCO ZULETA,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/110
