codigo,titulo,autor,origen,comision,tema,iniciativa,link
111/17,POR MEDIO DEL CUAL SE ABORDA LA PROBLEMATICA DEL CONSUMO DE DROGAS EN COLOMBIA SE CREAN LAS SALAS DE CONSUMO CONTROLADO Y SE DICTAN OTRAS DISPOSICIONES.,IVAN DUQUE|SAMUEL ALEJANDRO HOYOS|OSCAR DARIO PEREZ|MARIA REGINA ZULUAGA|FEDERICO HOYOS SALAZAR|MARGARITA MARÍA RESTREPO ARANGO|WILSON CORDOBA MENA|TATIANA CABELLO|ESPERANZA DE LSO ANGELES|CIRO ALEJANDRO RAMIREZ|HUGO HERNAN GONZALEZ|RUBEN DARIO MOLANO PIÑEROS|ALVARO HERNAN PRADA ARTUNDUAGA|FERNANDO SIERRA RAMOS|PIERRE EUGENIO GARCIA,CÁMARA DE REPRESENTANTES,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/111
112/17,"POR MEDIO DEL CUAL SE ADICIONA UN ARTÍCULO NUEVO A LA LEY 4 DE 1992 ""DEFENSORES DE FAMILIA""",ÁNGEL CUSTODIO CABRERA BÁEZ|GERMÁN ALCIDES BLANCO ÁLVAREZ,SENADO DE LA REPUBLICA,SEPTIMA,FAMILIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/112
113/17,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 152 DE 1994,HORACIO SERPA URIBE,SENADO DE LA REPUBLICA,TERCERA,FAMILIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/113
114/17,POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 446 DE LA LEY 599 DE 2000.,ROSMERY MARTINEZ ROSALES,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/114
115/17,POR MEDIO DE LA CUAL SE CONMEMORA EL BICENTENARIO DEL SACRIFICIO DE LA HEROÍNA NACIONAL POLICARPA SALAVARRIETA Y SE DICTAN VARIAS DISPOSICIONES PARA CELEBRAR SUS APORTES A LA REPÚBLICA,Oscar Hernán Sánchez León,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/115
116/17,POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO CULTURAL DE LA NACION “EL FESTIVAL INTERNACIONAL IPIALES CUNA DE GRANDES TRÍOS” CELEBRADO EN EL MUNICIPIO DE IPIALES - DEPARTAMENTO DE NARIÑO,Hernán Gustavo Estupiñan Calvache,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/116
117/17,POR MEDIO DE LA CUAL SE CREA EL FONDO DE ESTABILIZACIÓN DE PRECIOS DEL CAFÉ,ERNESTO MACÍAS TOVAR,SENADO DE LA REPUBLICA,TERCERA,ECONOMICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/117
118/17,POR MEDIO DEL CUAL SE ESTABLECE EL CÓDIGO DE RESPONSABILIDAD JURÍDICA POR DAÑOS AMBIENTALES  Y EL PROCEDIMIENTO ADMINISTRATIVO SANCIONATORIO EN MATERIA AMBIENTAL SE EXPIDEN NORMAS PARA FORTALECER EL CUMPLIMIENTO DE LA NORMATIVIDAD AMBIENTAL Y SE DICTAN OTRAS DISPOSICIONES,EFRAIN JOSE CEPEDA SARABIA|HERNAN ANDRADE SERRANO|EDUARDO ENRIQUEZ MAYA|ROBERTO GERLEIN ECHEVERRIA|NIDIA OSORIO|JUAN MANUEL CORZO|FERNANDO TAMAYO|JUAN SAMY MERHEG|MIRYAM PAREDES|JUAN DIEGO GOMEZ|NORA GARCIA|LUIS EMILIO SIERRA| LAUREANO ACUÑA|JORGE HERNANDO PEDRAZA|NADIA BLEL SCAFF|MAURICIO DELGADO|YAMINA DEL CARMEN PESTANA ROJAS |OLGA SUAREZ MIRA|NICOLAS ALBEIRO ECHEVERRI,SENADO DE LA REPUBLICA,QUINTA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/118
119/17,POR LA CUAL SE DICTAN DISPOSICIONES PARA EL SOMETIMIENTO Y ACOGIMIENTO A LA JUSTICIA DE MIEMBROS DE ORGANIZACIONES CRIMINALES QUE CONTRIBUYAN DE MANERA EFECTIVA A LA CONSECUCIÓN DE LA SEGURIDAD Y LA CONVIVENCIA EN LOS TERRITORIOS,PAOLA HOLGUÍN MORENO,SENADO DE LA REPUBLICA,PRIMERA,PENAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/119
120/17,POR MEDIO DEL CUAL SE REGULA LA INDEMNIZACIÓN DE LOS DAÑOS A LA PERSONA EN LOS PROCESOS DE RESPONSABILIDAD,IVAN LEONIDAS NAME VÁSQUEZ,SENADO DE LA REPUBLICA,PRIMERA,CIVIL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/120
121/17,POR MEDIO DE LA CUAL LA NACION SE ASOCIA A LA CELEBRACIÓN DE LOS 51 AÑOS DE LA ESCUELA DE NUTRICIÓN Y DIETETICA DE LA UNIVERSIDAD DE ANTIOQUIA,VICTOR JAVIER CORREA VELEZ,CÁMARA DE REPRESENTANTES,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/121
122/17,"POR LA CUAL SE MODIFICA EL ARTICULO 5 DE LA LEY 823 DE 2003 ""MUJERES EN OBRAS PUBLICAS""",ARMANDO BENEDETTI,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/122
123/17,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1801 DE 2016 Y SE DICTAN OTRAS DISPOSICIONES.,ARMANDO BENEDETTI,SENADO DE LA REPUBLICA,PRIMERA,ANIMAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/123
124/17,POR MEDIO DEL CUAL SE DICTAN NORMAS EN INTERVENCIÓN ECONÓMICA DEL ESTADO EN LA ECONOMÍA EN MATERIA DE INTERMEDIACIÓN INMOBILIARIA Y SE ESTABLECEN OTRAS DISPOSICIONES EN MATERIA DE CONTROL DE CALIDAD EN LA PRESTACIÓN DE TALES SERVICIOS,JUAN SAMY MERHEG|JUAN CARLOS RESTREPO|NIDIA MARCELA OSORIO,SENADO DE LA REPUBLICA,CUARTA,ECONOMICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/124
125/17,POR MEDIO DE LA CUAL DE MODIFICA LA LEY 5 DE 1992 SE CREA LA COMISIÓN LEGAL PARA LA DEFENSA DE LOS NIÑOS NIÑAS Y ADOLESCENTES Y SE DICTAN OTRAS DISPOSICIONES.,EDUARDO PULGAR DAZA,SENADO DE LA REPUBLICA,PRIMERA,LEY 5a,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/125
126/17,POR MEDIO DE LA CUAL SE APRUEBA EL «ACUERDO ENTRE LA REPÚBLICA DE COLOMBIA Y LA ORGANIZACIÓN PARA LA COOPERACIÓN Y DESARROLLO ECONÓMICOS (OCDE) SOBRE PRIVILEGIOS INMUNIDADES Y FACILIDADES OTORGADOS A LA ORGANIZACIÓN» SUSCRITO EN PUNTA MITA MÉXICO EL 20 DE JUNIO DE 2014,MARÍA ÁNGELA HOLGUÍN CUÉLLAR,SENADO DE LA REPUBLICA,SEGUNDA,CONVENIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/126
127/17,POR MEDIO DE LA CUAL SE CREA LA POLÍTICA CONTRA LA PÉRDIDA Y EL DESPERDICIO DE ALIMENTOS Y SE DICTAN OTRAS DISPOSICIONES,Maritza Martínez Aristizábal|Honorio Miguel Henríquez|Eduardo Enrique Pulgar Daza|Orlando Castañeda Serrano|Nidia Marcela Osorio Santiago Valencia González,CÁMARA DE REPRESENTANTES,SEPTIMA,ALIMENTOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/127
128/17,POR LA CUAL SE TRANSFORMA LA UNIVERIDAD DE LA GUAJIRA EN ENTE AUTONOMO DEL ORDEN NACIONAL Y SE DICTAN OTRAS DISPOSICIONES.,ALFREDO RAFAEL DELUQUE ZULETA|ALVARO GUSTAVO ROSADO ARAGON| ANTENOR DURAN CARRILLO,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/128
129/17,POR MEDIO DE LA CUAL SE ESTABLECE LA ESTABILIDAD LABORAL REFORZADA EN FAVOR DE LA MUJER VICULADA MEDIANTE CONTRATO DE PRESTACION DE SERVICIOS CUANDO SOBREVENGA EL EMBARAZO O LA LACTANCIA Y SE DICTAN OTRAS DISPOSICIONES.,GUILLERMINA BRAVO MONTAÑO|ANA PAOLA AGUDELO GARCIA|CARLOS EDUARDO GUEVARA VILLABON|CLARA LETICIA ROJAS GONZALEZ|FLORA PERDOMO ANDRADE|JORGE CAMILO ABRIL|NANCY DENISSE CASTILLO|LUIS EVELIS ANDRADE,CÁMARA DE REPRESENTANTES,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/129
130/17,POR EL CUAL SE DECLARA PATRIMONIO NACIONAL INMATERIAL LA LOA DE LOS SANTOS REYES MAGOS DEL MUNICIPIO DE BARANOA DEPARTAMENTO DE ATLANTICO Y SE DICTAN OTRAS DISPOSICIONES.,EDUARDO CRISSIEN BARRERO,CÁMARA DE REPRESENTANTES,CUARTA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/130
131/17,POR MEDIO DE LA CUAL LA NACION SE VINCULA A LA CELEBRACIÓN DE LOS 30 AÑOS DE EXISTENCIA JURÍDICA DEL INSTITUTO UNIVERSITARIO DE LA PAZ - UNIPAZ DE BARRANCABERMEJA - SANTANDER Y SE DICTAN OTRAS DISPOSICIONES.,HORACIO SERPA URIBE,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/131
132/17,POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS DE INCLUSIÓN PARA LA POBLACIÓN CON DISCAPACIDAD AUDITIVA,RODRIGO VILLALBA MOSQUERA,SENADO DE LA REPUBLICA,SEXTA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/132
133/17,POR MEDIO DEL CUAL SE REDUCE EL USO DE EFECTIVO Y SE PROMUEVEN LAS TRANSACCIONES ELECTRÓNICAS EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES,ANDRES FELIPE GARCIA ZUCCARDI,SENADO DE LA REPUBLICA,TERCERA,ECONOMICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/133
134/17,POR MEDIO DE LA CUAL SE ESTABLECE LA POLÍTICA PÚBLICA PARA LA ANCIANIDAD O VEJEZ,LUIS FERNANDO DUQUE GARCÍA|JUAN CARLOS RESTREPO ESCOBAR|GERMÁN DARÍO HOYOS|IVÁN NAME VÁSQUEZ|MAURICIO GÓMEZ AMÍN|ÓSCAR DARÍO PÉREZ|CARLOS EDWARD OSORIO,SENADO DE LA REPUBLICA,SEPTIMA,TERCERA EDAD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/134
135/17,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CELEBRACIÓN DE LOS CIEN (100) AÑOS DE LA FUERZA AÉREA COLOMBIANA,LUIS FERNANDO DUQUE GARCÍA,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/135
136/17,POR LA CUAL SE FOMENTA LA CULTURA DE LA DONACIÓN VOLUNTARIA ALTRUISTA HABITUAL Y NO REMUNERADA DE SANGRE SEGURA Y SE DICTAN OTRAS DISPOSICIONES,MYRIAM PAREDES AGUIRRE RAFAEL ROMERO PIÑEROS,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/136
137/17,POR MEDIO DE LA CUAL SE CREA LA COMISION LEGAL DE AFORADOS  MENSAJE DE URGENCIA,ROY LEONARDO BARRERAS MONTEALEGRE,SENADO DE LA REPUBLICA,PRIMERA,POLITICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/137
138/17,POR MEDIO EL CUAL SE CATEGORIZA AL MUNICIPIO DE SANTIAGO DE CALI COMO DISTRITO ESPECIAL DEPORTIVO CULTURAL TURÍSTICO EMPRESARIAL Y DE SERVICIOS,ROOSVELT RODRÍGUEZ R|ALEXANDER LOPEZ MAYA|CARLOS FERNANDO MOTOA S|EDINSON DELGADO R|JIMMY CHAMORRO CRUZ|JORGE IVÁN OSPINA G|JAVIER MAURICIO DELGADO M|ROY BARRERAS M|SUSANA CORREA BORRERO|CARLOS ALBERTO CUERO VALENCIA|HERIBERTO SANABRIA ASTUDILLO|FABIO ALONSO ARROYAVE|CARLOS ABRAHAM JIMENEZ LOPEZ|NANCY DÉNISE CASTILLO|ALVARO LÓPEZ GIL|ELBERT DÍAZ LOZANO|GUILLERMINA BRAVO MONTAÑO|ANA CRISTINA PAZ|JOSÉ LUIS PÉREZ OYUELA |RAFAEL EDUARDO PALAU,SENADO DE LA REPUBLICA,PRIMERA,DISTRITO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/138
139/17,POR MEDIO DEL CUAL SE MODIFICAN Y ADICIONAN ARTÍCULOS DE LA LEY 599 DE 2000 Y LA LEY 906 DE 2004  EN RELACIÓN CON EL DELITO DE VIOLENCIA INTRAFAMILIAR,MARIA PAULINA RIVEROS DUEÑAS,SENADO DE LA REPUBLICA,PRIMERA,FAMILIA,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/139
140/17,POR MEDIO DE LA CUAL SE ESTABLECEN INSTRUMENTOS PARA LA INSPECCIÓN VIGILANCIA Y CONTROL DEL TRANSPORTE SU INFRAESTRUCTURA Y SUS SERVICIOS CONEXOS Y COMPLEMENTARIOS ASÍ COMO PARA LOS ORGANISMOS DE TRÁNSITO Y DE APOYO A ESTOS Y SE ESTABLECEN OTRAS DISPOSICIONES,GERMÁN CARDONA GUTIÉRREZ,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/140
141/17,POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY ESTATUTARIA 1266 DE 2008 Y SE DICTAN DISPOSICIONES GENERALES DEL HABEAS DATA CON RELACIÓN A LA INFORMACIÓN FINANCIERA CREDITICIA COMERCIAL DE SERVICIOS Y LA PROVENIENTE DE TERCEROS PAISES Y SE DICTAN OTRAS DISPOSICIONES,LUIS FERNANDO VELASCO|DAVID BARGUIL ASSIS,SENADO DE LA REPUBLICA,PRIMERA,FINANCIERO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/141
142/17,POR MEDIO DEL CUAL SE PROMUEVE EL DESARROLLO DE LAS EMPRESAS INNOVADORAS EN ETAPA TEMPRANA Y SE DICTAN OTRAS DISPOSICIONES,ANDRÉS FELIPE GARCÍA ZUCCARDI,SENADO DE LA REPUBLICA,TERCERA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/142
143/17,POR LA CUAL SE CREAN INSTRUMENTOS PARA PROMOVER LA ECONOMIA DIGITAL PROTEGER AL USUARIO DE SERVICIOS DE TELECOMUNICACIONESE INCENTIVAR LA COMPETENCIA EN EL SECTOR Y PROMOVER LA MASIFICACION DEL SECTOR MOVIL Y SE DICTAN OTRAS DISPOSICIONES.,GUILLERMO ANTONIO SANTOS MARIN,SENADO DE LA REPUBLICA,SEXTA,COMUNICACION,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/143
144/17,POR MEDIO DEL CUAL SE DECLARA EL PRIMER VIERNES DE NOVIEMBRE COMO EL DIA NACIONAL DE LA CHAMPETA.,ANDRES FELIPE GARCIA ZUCCARDI,SENADO DE LA REPUBLICA,SEGUNDA,HONORES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/144
145/17,POR MEDIO DEL  CUAL SE REGLAMENTA LA PROTECCIÓN DE LAS ABEJAS EL  FOMENTO  Y DESARROLLO DE LA APICULTURA EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES,JORGE PRIETO RIVEROS|CLAUDIA LÓPEZ ANTONIO NAVARRO WOLFF|JORGE IVAN OSPINA|LUIS EVELIS ANDRADE|GUILLERMO SANTOS MARÍN|ALBERTO CASTILLA SALAZAR|YAMINA DEL CARMEN PESTANA ROJAS |SENEN NIÑO AVENDAÑO|SANVILLADIEGO Y VICTOR CORREA|ANGELICA LOZANO CORREA|  ENEIRO RINCON VERGARA|OSCAR OSPINA|JOHN MOLINA FIGUEROA,SENADO DE LA REPUBLICA,QUINTA,AGROPECUARIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/145
146/17,POR LA CUAL SE MODIFICA LA LEY 23 DE 1982 Y SE ESTABLECEN OTRAS DISPOSICIONES EN MATERIA DE DERECHO DE AUTOR Y DERECHOS CONEXOS,MARÍA LORENA GUTIÉRREZ BOTERO|GUILLERMO RIVERA FLÓREZ,SENADO DE LA REPUBLICA,PRIMERA,PROPIEDAD INTELECTUAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/146
147/17,PROYECTO DE LEY POR MEDIO DEL CUAL SE DICTAN MEDIDAS PARA PREVENIR Y SANCIONAR LA VIOLENCIA OBSTETRICA,NADIA BLEL SCAFF,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/147
148/17,POR MEDIO DEL CUAL SE ESTABLECEN MEDIDAS PARA LA PROTECCIÓN DE LOS ANIMALES SE MODIFICA LA LEY 84 DE 1989 Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAFF,SENADO DE LA REPUBLICA,QUINTA,ANIMAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/148
149/17,POR  MEDIO  DE  LA  CUAL  SE  APRUEBA  EL  «ACUERDO  ENTRE  EL GOBIERNO  DE  LA  REPÚBLICA  DE COLOMBIA  Y  EL  GOBIERNO  DE  LA REPÚBLICA    DE    TURQUÍA    SOBRE    PROMOCIÓN    Y PROTECCIÓN RECÍPROCA  DE  INVERSIONES»  suscrito  en  Bogotá  el  28  de  julio  de <br />  2014,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|MARÍA LORENA GUTIÉRREZ BOTERO,SENADO DE LA REPUBLICA,SEGUNDA,ACUERDO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/149
150/17,POR MEDIO DE LA CUAL SE APRUEBA EL «ACUERDO ENTRE EL GOBIERNO DE LA REPÚBLICA DE SINGAPUR Y EL GOBIERNO DE LA REPÚBLICA DE COLOMBIA SOBRE PROMOCIÓN Y PROTECCIÓN DE INVERSIONES»  suscrito en Bogotá el 16 de julio de 2013,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|MARÍA LORENA GUTIÉRREZ BOTERO,SENADO DE LA REPUBLICA,SEGUNDA,ACUERDO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/150
151/17,POR MEDIO DEL CUAL SE MODIFICA LA LEY 136 DE 1994 LEY 617 DE 2000 LEY 1551 DE 2012 SE REGULA EL EJERCICIO DEL CONCEJAL Y SE DICTAN OTRAS DISPOSICIONES,EDUARDO ENRIQUEZ MAYA,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/151
152/17,POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 6 DE LA LEY 549 DE 1999.,ALVARO URIBE VELEZ|SUSANA CORREA BORRERO,SENADO DE LA REPUBLICA,TERCERA,PENSION,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/152
153/17,POR MEDIO DE LA CUAL SE MODIFICA Y SE ADICIONA LA LEY 909 DE 2004”,ANTONIO JOSÉ CORREA JIMÉNEZ|OLGA LUCÍA VELÁSQUEZ NIETO,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/153
154/17,POR LA CUAL SE MODIFICA Y ADICIONA LA LEY 1341 DE 2009,JORGE HERNANDO PEDRAZA,SENADO DE LA REPUBLICA,SEXTA,TECNOLOGIA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/154
155/17,POR MEDIO DE LA CUAL SE OTORGAN INCENTIVOS A LOS CULTIVADORES DE CACAO Y SE DICTAN OTRAS DISPOSICIONES,ERNESTO MACÍAS TOVAR,SENADO DE LA REPUBLICA,QUINTA,ALIMENTO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/155
156/17,POR MEDIO DE LA CUAL SE CREA EL POLICÍA ESCOLAR Y SE DICTAN OTRAS DISPOSICIONES,ROBERTO ORTIZ URUEÑA,SENADO DE LA REPUBLICA,PRIMERA,EDUCATIVO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/156
157/17,POR MEDIO DEL CUAL SE ELEVAN A RANGO LEGAL LOS TRATAMIENTOS DIFERENCIADOS EN TARIFAS DE SERVICIOS PÚBLICOS DOMICILIARIOS A LOS PROPIETARIOS DE PEQUEÑOS ESTABLECIMIENTOS DE COMERCIO CONEXOS A VIVIENDAS.,NOHORA TOVAR REY| JAIME AMIN HERNANDEZ|SUSANA CORREA BORRERO|FERNANDO ARAUJO,SENADO DE LA REPUBLICA,SEXTA,SERVICIOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/157
158/17,POR MEDIO DEL CUAL SE REGULA EL DERECHO CONSTITUCIONAL A LA HUELGA,ALEXANDER LOPEZ MAYA,SENADO DE LA REPUBLICA,PRIMERA,DERECHOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/158
159/17,POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO CULTURAL E INMATERIAL DE LA NACIÓN “EL CONCURSO NACIONAL DE BANDAS DE MÚSICA DEL MUNICIPIO DE PAIPA” Y SE DICTAN OTRAS DISPOSICIONES.,LEON RIGOBERTO BARÓN NEIRA,SENADO DE LA REPUBLICA,SEGUNDA,PATRIMONIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/159
160/17,POR MEDIO DE LA CUAL SE BRINDA PROTECCIÓN ESPECIAL A LAS NIÑAS Y NIÑOS ENTRE LOS CERO (0) Y SEIS (6) AÑOS DE EDAD  DE LAS MADRES DOCENTES GESTANTES Y LACTANTES,LEÓN RIGOBERTO BARÓN NEIRA,SENADO DE LA REPUBLICA,SEXTA,NIÑEZ,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/160
161/17,POR LA CUAL SE DICTAN NORMAS   TENDIENTES A LA REORGANIZACIÓN E INTEGRACIÓN DEL SERVICIO PÚBLICO DE TRANSPORTE TERRESTRE AUTOMOTOR COLECTIVO DE PASAJEROS A NIVEL METROPOLITANO DISTRITAL O MUNICIPAL,Jorge Hernando Pedraza,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/161
162/17,POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO ENTRE LA REPÚBLICA DE COLOMBIA Y EL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE PARA EVITAR LA DOBLE TRIBUTACIÓN EN RELACIÓN CON IMPUESTOS SOBRE LA RENTA Y SOBRE LAS GANANCIAS DE CAPITAL Y PARA PREVENIR LA EVASIÓN Y LA ELUSIÓN TRIBUTARIAS» Y SU «PROTOCOLO» suscritos en Londres el 2 de noviembre de 2016”.,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|MAURICIO CÁRDENAS SANTAMARÍA,SENADO DE LA REPUBLICA,SEGUNDA,ACUERDO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/162
